---	full
PF07679.16	A0A0J9YX35
PF07686.17	A0A0J9YXX1
PF13927.6	A0A0J9YXX1
PF03823.14	A0A0J9YXX1
PF07686.17	A0A0J9YY99
PF13927.6	A0A0J9YY99
PF00047.25	A0A0J9YY99
PF07654.15	A0A5B9
PF08205.12	A0A5B9
PF13927.6	A0A5B9
PF07654.15	A0M8Q6
PF13927.6	A0M8Q6
PF08205.12	A0M8Q6
PF00047.25	A0M8Q6
PF15028.6	A0M8Q6
PF02124.15	A0M8Q6
PF07679.16	A0M8Q6
PF05049.13	A1A4Y4
PF01926.23	A1A4Y4
PF03193.16	A1A4Y4
PF00448.22	A1A4Y4
PF02401.18	A1A4Y4
PF07686.17	A2KUC3
PF13927.6	A2KUC3
PF00047.25	A2KUC3
PF07679.16	A2KUC3
PF07686.17	A2NJV5
PF13927.6	A2NJV5
PF00047.25	A2NJV5
PF07679.16	A2NJV5
PF13895.6	A2NJV5
PF07686.17	A2NXD2
PF13927.6	A2NXD2
PF00047.25	A2NXD2
PF07679.16	A2NXD2
PF14722.6	A2RU30
PF11159.8	A2RU30
PF09409.10	A2RU30
PF12371.8	A2VDJ0
PF15780.5	A2VDJ0
PF00227.26	A5LHX3
PF05622.12	A6NC98
PF12325.8	A6NC98
PF02205.20	A6NGB9
PF01019.21	A6NGU5
PF13663.6	A6NGU5
PF03972.14	A6NK06
PF13927.6	A6NMB1
PF13895.6	A6NMB1
PF07686.17	A6NMB1
PF07679.16	A6NMB1
PF00047.25	A6NMB1
PF08205.12	A6NMB1
PF07686.17	A8K4G0
PF00047.25	A8K4G0
PF13927.6	A8K4G0
PF07679.16	A8K4G0
PF00079.20	A8MTL9
PF07686.17	A8MVZ5
PF00063.21	B0I1T2
PF06017.13	B0I1T2
PF13191.6	B0I1T2
PF05729.12	B0I1T2
PF13401.6	B0I1T2
PF13238.6	B0I1T2
PF06414.12	B0I1T2
PF14593.6	B0I1T2
PF13934.6	B0I1T2
PF00158.26	B0I1T2
PF02367.17	B0I1T2
PF00612.27	B0I1T2
PF13895.6	B6A8C7
PF13927.6	B6A8C7
PF00047.25	B6A8C7
PF07686.17	B6A8C7
PF07679.16	B6A8C7
PF18452.1	B6A8C7
PF07654.15	B7Z8K6
PF07654.15	B9A064
PF08205.12	B9A064
PF13927.6	B9A064
PF00047.25	B9A064
PF02124.15	B9A064
PF07679.16	B9A064
PF15028.6	B9A064
PF00001.21	O00155
PF00063.21	O00159
PF06017.13	O00159
PF00612.27	O00159
PF13191.6	O00159
PF13401.6	O00159
PF10248.9	O00165
PF00337.22	O00182
PF17789.1	O00182
PF12380.8	O00182
PF00089.26	O00187
PF00431.20	O00187
PF00084.20	O00187
PF07645.15	O00187
PF14670.6	O00187
PF12662.7	O00187
PF02408.20	O00187
PF00008.27	O00187
PF12661.7	O00187
PF13855.6	O00206
PF01582.20	O00206
PF12799.7	O00206
PF13676.6	O00206
PF14580.6	O00206
PF00560.33	O00206
PF13516.6	O00206
PF08937.11	O00206
PF18055.1	O00231
PF01399.27	O00231
PF18503.1	O00231
PF13424.6	O00231
PF09756.9	O00231
PF09921.9	O00231
PF07719.17	O00231
PF18058.1	O00231
PF13191.6	O00231
PF13432.6	O00231
PF13374.6	O00231
PF13176.6	O00231
PF01399.27	O00232
PF18098.1	O00232
PF18265.1	O00233
PF17820.1	O00233
PF13180.6	O00233
PF00595.24	O00233
PF04495.14	O00233
PF09755.9	O00233
PF07654.15	O00241
PF13927.6	O00241
PF07686.17	O00241
PF08205.12	O00241
PF00047.25	O00241
PF13895.6	O00241
PF07679.16	O00241
PF00568.23	O00401
PF00786.28	O00401
PF02205.20	O00401
PF16265.5	O00401
PF01011.21	O00401
PF01031.20	O00429
PF00350.23	O00429
PF02212.18	O00429
PF01926.23	O00429
PF13191.6	O00429
PF01580.18	O00429
PF13521.6	O00429
PF05083.13	O00453
PF02480.16	O00453
PF16493.5	O00470
PF05920.11	O00470
PF00046.29	O00470
PF13765.6	O00478
PF00622.28	O00478
PF07686.17	O00478
PF13927.6	O00478
PF07679.16	O00478
PF00047.25	O00478
PF08205.12	O00478
PF01160.18	O00478
PF13765.6	O00481
PF00622.28	O00481
PF07686.17	O00481
PF13927.6	O00481
PF07679.16	O00481
PF00047.25	O00481
PF08205.12	O00481
PF01160.18	O00481
PF06864.12	O00481
PF13895.6	O00481
PF01398.21	O00487
PF13012.6	O00487
PF14464.6	O00487
PF15027.6	O00487
PF00048.20	O00585
PF00147.18	O00602
PF01391.18	O00602
PF08916.11	O14492
PF00017.24	O14492
PF00169.29	O14492
PF15410.6	O14492
PF18439.1	O14545
PF18450.1	O14545
PF18608.1	O14545
PF18048.1	O14545
PF01663.22	O14638
PF01033.17	O14638
PF01223.23	O14638
PF00884.23	O14638
PF13574.6	O14672
PF13688.6	O14672
PF13582.6	O14672
PF13583.6	O14672
PF00200.23	O14672
PF01562.19	O14672
PF01421.19	O14672
PF10462.9	O14672
PF01163.22	O14730
PF06293.14	O14730
PF00069.25	O14730
PF01636.23	O14730
PF00069.25	O14733
PF07714.17	O14733
PF14531.6	O14733
PF12330.8	O14733
PF07387.11	O14733
PF17667.1	O14733
PF01636.23	O14733
PF11471.8	O14733
PF16493.5	O14770
PF05920.11	O14770
PF00046.29	O14770
PF00229.18	O14788
PF10931.8	O14788
PF00688.18	O14793
PF00019.20	O14793
PF00017.24	O14796
PF08403.10	O14796
PF00227.26	O14818
PF10584.9	O14818
PF10275.9	O14818
PF16798.5	O14818
PF09305.10	O14836
PF09257.10	O14836
PF09256.10	O14836
PF00001.21	O14843
PF10328.9	O14843
PF10320.9	O14843
PF02760.15	O14862
PF02758.16	O14862
PF11453.8	O14862
PF01336.25	O14862
PF17831.1	O14862
PF18397.1	O14920
PF00069.25	O14920
PF07714.17	O14920
PF12179.8	O14920
PF17667.1	O14920
PF06293.14	O14920
PF00240.23	O14920
PF01636.23	O14920
PF10707.9	O14920
PF08612.11	O14920
PF03632.15	O14920
PF07686.17	O14931
PF13927.6	O14931
PF00047.25	O14931
PF07679.16	O14931
PF13895.6	O14931
PF00008.27	O14944
PF02028.17	O14944
PF06365.12	O14944
PF09972.9	O14944
PF07974.13	O14944
PF00071.22	O14966
PF08477.13	O14966
PF00025.21	O14966
PF09439.10	O14966
PF04670.12	O14966
PF01926.23	O14966
PF03029.17	O14966
PF10662.9	O14966
PF13191.6	O14966
PF05621.11	O14966
PF05783.11	O14966
PF16897.5	O14966
PF12775.7	O14966
PF05729.12	O14966
PF01165.20	O14966
PF03166.14	O15105
PF03165.16	O15105
PF18397.1	O15111
PF00069.25	O15111
PF07714.17	O15111
PF12179.8	O15111
PF17667.1	O15111
PF06293.14	O15111
PF18396.1	O15111
PF14603.6	O15117
PF07653.17	O15117
PF00018.28	O15117
PF15513.6	O15117
PF14604.6	O15117
PF08239.11	O15117
PF14075.6	O15117
PF05764.13	O15117
PF00400.32	O15143
PF12894.7	O15143
PF08662.11	O15143
PF04045.14	O15144
PF05856.12	O15144
PF09336.10	O15144
PF04062.14	O15145
PF00651.31	O15156
PF13465.6	O15156
PF00096.26	O15156
PF13894.6	O15156
PF12171.8	O15156
PF09237.11	O15156
PF12874.7	O15156
PF12756.7	O15156
PF11672.8	O15156
PF09723.10	O15156
PF16293.5	O15156
PF17032.5	O15156
PF14369.6	O15156
PF05495.12	O15156
PF00084.20	O15181
PF11705.8	O15318
PF04499.15	O15318
PF16091.5	O15318
PF09073.10	O15318
PF08432.10	O15318
PF10446.9	O15318
PF02535.22	O15318
PF06524.12	O15318
PF15865.5	O15360
PF03511.14	O15360
PF00505.19	O15370
PF09011.10	O15370
PF14523.6	O15400
PF05739.19	O15400
PF00804.25	O15400
PF14197.6	O15400
PF06072.11	O15400
PF08650.10	O15400
PF13851.6	O15400
PF08988.10	O15400
PF17263.2	O15400
PF05478.11	O15400
PF00957.21	O15400
PF13166.6	O15400
PF06785.11	O15400
PF15188.6	O15400
PF17280.2	O15400
PF00048.20	O15444
PF13855.6	O15455
PF12799.7	O15455
PF13306.6	O15455
PF17968.1	O15455
PF14580.6	O15455
PF00560.33	O15455
PF13516.6	O15455
PF01582.20	O15455
PF13676.6	O15455
PF01462.18	O15455
PF01463.24	O15455
PF04699.14	O15511
PF09384.10	O15511
PF04003.12	O15511
PF00167.18	O15520
PF06268.13	O15520
PF00069.25	O15530
PF14593.6	O15530
PF07714.17	O15530
PF14531.6	O15530
PF12330.8	O15530
PF17667.1	O15530
PF01636.23	O15530
PF13095.6	O15530
PF06293.14	O15530
PF10140.9	O15530
PF00001.21	O15552
PF10323.9	O15552
PF05296.13	O15552
PF10328.9	O15552
PF10320.9	O15552
PF03530.14	O15554
PF02888.16	O15554
PF07885.16	O15554
PF00520.31	O15554
PF13639.6	O43164
PF00097.25	O43164
PF12678.7	O43164
PF13923.6	O43164
PF13445.6	O43164
PF14634.6	O43164
PF13920.6	O43164
PF12861.7	O43164
PF17123.5	O43164
PF05605.12	O43164
PF04423.14	O43164
PF17120.5	O43164
PF03854.14	O43164
PF00001.21	O43194
PF13853.6	O43194
PF10328.9	O43194
PF12606.8	O43194
PF09622.10	O43194
PF11337.8	O43194
PF08375.11	O43242
PF01399.27	O43242
PF10075.9	O43242
PF15358.6	O43242
PF14853.6	O43242
PF07719.17	O43242
PF03343.13	O43290
PF08988.10	O43290
PF16416.5	O43290
PF02891.20	A0A0A7EPL0
PF11789.8	A0A0A7EPL0
PF14447.6	A0A0A7EPL0
PF00847.20	A0MES8
PF15470.6	A0MES8
PF15794.5	A0MES8
PF14144.6	A0SVK0
PF17136.4	B3H7F6
PF13054.6	B3H7F6
PF00170.21	B3H7M2
PF07716.15	B3H7M2
PF03131.17	B3H7M2
PF16559.5	B3H7M2
PF09673.10	B3H7M2
PF11365.8	B3H7M2
PF06005.12	B3H7M2
PF08614.11	B3H7M2
PF17060.5	B3H7M2
PF05837.12	B3H7M2
PF04102.12	B3H7M2
PF07200.13	B3H7M2
PF08286.11	B3H7M2
PF12498.8	B9DGI8
PF00170.21	B9DGI8
PF07716.15	B9DGI8
PF05667.11	B9DGI8
PF11559.8	B9DGI8
PF14932.6	B9DGI8
PF03131.17	B9DGI8
PF09726.9	B9DGI8
PF05377.11	B9DGI8
PF13863.6	B9DGI8
PF06156.13	B9DGI8
PF01166.18	B9DGI8
PF13851.6	B9DGI8
PF15898.5	B9DGI8
PF12329.8	B9DGI8
PF10046.9	B9DGI8
PF08614.11	B9DGI8
PF05837.12	B9DGI8
PF04977.15	B9DGI8
PF00514.23	B9DHT4
PF00651.31	B9DHT4
PF13646.6	B9DHT4
PF13513.6	B9DHT4
PF02985.22	B9DHT4
PF03224.14	B9DHT4
PF09759.9	B9DHT4
PF01602.20	B9DHT4
PF11841.8	B9DHT4
PF12717.7	B9DHT4
PF11701.8	B9DHT4
PF03130.16	B9DHT4
PF04826.13	B9DHT4
PF13855.6	C0LGQ9
PF12799.7	C0LGQ9
PF07714.17	C0LGQ9
PF00069.25	C0LGQ9
PF00560.33	C0LGQ9
PF13516.6	C0LGQ9
PF08263.12	C0LGQ9
PF13908.6	C0LGQ9
PF15102.6	C0LGQ9
PF16101.5	C0LGQ9
PF06024.12	C0LGQ9
PF15179.6	C0LGQ9
PF12768.7	C0LGQ9
PF06143.11	C0LGQ9
PF02480.16	C0LGQ9
PF04478.12	C0LGQ9
PF05454.11	C0LGQ9
PF14575.6	C0LGQ9
PF00170.21	F4HRC9
PF07716.15	F4HRC9
PF02370.16	F4HRC9
PF13925.6	F4HTH8
PF00400.32	F4HTH8
PF12894.7	F4HTH8
PF08662.11	F4HTH8
PF02138.18	F4HZB2
PF00400.32	F4HZB2
PF14844.6	F4HZB2
PF13385.6	F4HZB2
PF15787.5	F4HZB2
PF00400.32	F4I1S7
PF12894.7	F4I1S7
PF16529.5	F4I1S7
PF11715.8	F4I1S7
PF08387.10	F4I1V3
PF07723.13	F4I1V3
PF00646.33	F4I1V3
PF12937.7	F4I1V3
PF00170.21	F4I3C9
PF07716.15	F4I3C9
PF00069.25	F4I7B6
PF07714.17	F4I7B6
PF11705.8	F4I7B6
PF02650.14	F4I7B6
PF12226.8	F4I7B6
PF01636.23	F4I7B6
PF01633.20	F4I7B6
PF00428.19	F4I7B6
PF08595.11	F4I7B6
PF06524.12	F4I7B6
PF07714.17	F4IB81
PF00069.25	F4IB81
PF01476.20	F4IB81
PF17667.1	F4IB81
PF14979.6	F4IB81
PF14531.6	F4IB81
PF12330.8	F4IB81
PF00010.26	F4IQ66
PF07714.17	F4IQ85
PF00069.25	F4IQ85
PF17667.1	F4IQ85
PF03109.16	F4IQ85
PF00249.31	F4IRB4
PF13921.6	F4IRB4
PF15963.5	F4IRB4
PF10545.9	F4IRB4
PF13851.6	F4ISU2
PF00069.25	F4IVM7
PF07714.17	F4IVM7
PF03822.14	F4IVM7
PF14531.6	F4IVM7
PF06293.14	F4IVM7
PF07387.11	F4IVM7
PF01636.23	F4IVM7
PF02149.19	F4IVM7
PF00069.25	F4J0N1
PF07714.17	F4J0N1
PF01636.23	F4J0N1
PF01633.20	F4J0N1
PF08356.12	F4J0W4
PF00071.22	F4J0W4
PF08355.12	F4J0W4
PF08477.13	F4J0W4
PF01926.23	F4J0W4
PF13405.6	F4J0W4
PF13499.6	F4J0W4
PF00036.32	F4J0W4
PF13555.6	F4J0W4
PF13191.6	F4J0W4
PF00350.23	F4J0W4
PF00009.27	F4J0W4
PF01637.18	F4J0W4
PF13401.6	F4J0W4
PF00005.27	F4J0W4
PF05673.13	F4J0W4
PF13238.6	F4J0W4
PF03193.16	F4J0W4
PF00004.29	F4J0W4
PF13479.6	F4J0W4
PF13202.6	F4J0W4
PF05049.13	F4J0W4
PF02463.19	F4J0W4
PF00120.24	F4J9A0
PF04909.14	F4J9A0
PF16952.5	F4J9A0
PF03951.19	F4J9A0
PF00170.21	F4JB53
PF07716.15	F4JB53
PF03131.17	F4JB53
PF03153.13	F4JB53
PF06752.12	F4JB53
PF14661.6	F4JB53
PF03031.18	F4JCB2
PF12710.7	F4JCB2
PF17184.4	F4JCB2
PF17522.2	F4JCB2
PF00069.25	F4JGW8
PF07714.17	F4JGW8
PF00036.32	F4JGW8
PF13499.6	F4JGW8
PF13405.6	F4JGW8
PF13833.6	F4JGW8
PF13202.6	F4JGW8
PF12763.7	F4JGW8
PF10591.9	F4JGW8
PF06293.14	F4JGW8
PF14531.6	F4JGW8
PF08726.10	F4JGW8
PF16545.5	F4JGW8
PF10869.8	F4JGW8
PF02365.15	F4JIU9
PF12430.8	F4JJP9
PF12537.8	F4JJP9
PF18071.1	F4JJP9
PF01486.17	F4JJP9
PF13424.6	F4JKH6
PF13374.6	F4JKH6
PF12807.7	F4JKH6
PF15044.6	F4JKH6
PF07719.17	F4JKH6
PF13236.6	F4JKH6
PF17874.1	F4JKH6
PF13371.6	F4JKH6
PF13181.6	F4JKH6
PF12514.8	F4JKH6
PF00515.28	F4JKH6
PF13432.6	F4JKH6
PF07145.15	F4JKH6
PF13639.6	F4JNK0
PF13923.6	F4JNK0
PF12678.7	F4JNK0
PF00097.25	F4JNK0
PF13445.6	F4JNK0
PF17123.5	F4JNK0
PF14634.6	F4JNK0
PF12861.7	F4JNK0
PF13920.6	F4JNK0
PF11789.8	F4JNK0
PF15227.6	F4JNK0
PF14447.6	F4JNK0
PF11793.8	F4JNK0
PF10294.9	F4JNX3
PF05175.14	F4JNX3
PF13489.6	F4JNX3
PF13649.6	F4JNX3
PF01861.16	F4JNX3
PF06325.13	F4JNX3
PF02475.16	F4JNX3
PF13847.6	F4JNX3
PF03602.15	F4JNX3
PF08242.12	F4JNX3
PF08241.12	F4JNX3
PF02527.15	F4JNX3
PF18493.1	F4JNX3
PF00069.25	F4JPT7
PF07714.17	F4JPT7
PF01636.23	F4JPT7
PF17667.1	F4JPT7
PF12330.8	F4JPT7
PF14531.6	F4JPT7
PF03109.16	F4JPT7
PF01633.20	F4JPT7
PF07714.17	F4JTP5
PF00069.25	F4JTP5
PF01842.25	F4JTP5
PF17667.1	F4JTP5
PF01636.23	F4JTP5
PF14531.6	F4JTP5
PF12330.8	F4JTP5
PF13740.6	F4JTP5
PF02536.14	F4JVI3
PF14490.6	F4JVI3
PF02891.20	F4JYG0
PF11789.8	F4JYG0
PF10497.9	F4JYG0
PF07765.12	F4JZY1
PF13166.6	F4JZY1
PF08317.11	F4JZY1
PF07200.13	F4JZY1
PF00038.21	F4JZY1
PF12795.7	F4JZY1
PF12325.8	F4JZY1
PF14362.6	F4JZY1
PF15648.6	F4JZY1
PF15905.5	F4JZY1
PF00439.25	F4K6Q7
PF17035.5	F4K6Q7
PF05262.11	F4K6Q7
PF09726.9	F4K6Q7
PF07394.12	F4K6Q7
PF12128.8	F4K6Q7
PF00804.25	F4K9K2
PF05739.19	F4K9K2
PF01637.18	F4K9K2
PF00523.18	F4K9K2
PF15011.6	F4K9K2
PF17835.1	F4K9K2
PF15214.6	F4K9K2
PF04859.12	F4K9K2
PF08653.10	F4K9K2
PF13864.6	F4K9K2
PF00132.24	F4KAQ8
PF14602.6	F4KAQ8
PF07959.12	F4KAQ8
PF00016.20	O03042
PF02788.16	O03042
PF00083.24	O04036
PF07690.16	O04036
PF05977.13	O04036
PF00035.26	O04492
PF14709.7	O04492
PF01676.18	O04499
PF06415.13	O04499
PF00245.20	O04499
PF14144.6	O04515
PF18094.1	O04515
PF07813.12	O04515
PF05462.11	O04714
PF00002.24	O04714
PF00001.21	O04714
PF10320.9	O04714
PF01534.17	O04714
PF00481.21	O04719
PF13672.6	O04719
PF07228.12	O04719
PF12352.8	O22151
PF06009.12	O22151
PF15011.6	O22151
PF04136.15	O22151
PF05266.14	O22151
PF18052.1	O22151
PF10303.9	O22151
PF01544.18	O22151
PF05042.13	O22788
PF01370.21	O22809
PF01073.19	O22809
PF16363.5	O22809
PF13460.6	O22809
PF05368.13	O22809
PF07993.12	O22809
PF02719.15	O22809
PF08659.10	O22809
PF03435.18	O22809
PF00106.25	O22809
PF05919.11	O22809
PF03581.13	O22809
PF00255.19	O22850
PF00578.21	O22850
PF08534.10	O22850
PF01501.20	O22893
PF11051.8	O22893
PF02784.16	O23141
PF08974.10	O23141
PF01734.22	O23181
PF04774.15	O23523
PF09598.10	O23523
PF01496.19	O23523
PF00056.23	O23569
PF02866.18	O23569
PF07992.14	O23569
PF03807.17	O23569
PF02737.18	O23569
PF02254.18	O23569
PF02056.16	O23569
PF03435.18	O23569
PF00400.32	O24456
PF12894.7	O24456
PF16529.5	O24456
PF11715.8	O24456
PF02239.16	O24456
PF17005.5	O24456
PF00170.21	O24646
PF07716.15	O24646
PF13851.6	O24646
PF07246.11	O24646
PF15619.6	O24646
PF03131.17	O24646
PF05377.11	O24646
PF03902.13	O24646
PF03980.14	O24646
PF08537.10	O24646
PF12086.8	O24646
PF16559.5	O24646
PF10359.9	O24646
PF01166.18	O24646
PF17078.5	O24646
PF05812.12	O24646
PF17675.1	O24646
PF10023.9	O24646
PF05300.11	O24646
PF08317.11	O24646
PF01496.19	O24646
PF09744.9	O24646
PF08826.10	O24646
PF17253.2	O24646
PF05539.11	O24646
PF01105.24	O24646
PF06785.11	O24646
PF12700.7	O24646
PF09766.9	O24646
PF14362.6	O24646
PF08172.12	O24646
PF09726.9	O24646
PF08286.11	O24646
PF04977.15	O24646
PF06156.13	O24646
PF14775.6	O24646
PF08030.12	O48538
PF08414.10	O48538
PF08022.12	O48538
PF01794.19	O48538
PF13499.6	O48538
PF00036.32	O48538
PF13405.6	O48538
PF13202.6	O48538
PF00970.24	O48538
PF03929.16	O48538
PF16879.5	O48686
PF02671.21	O48686
PF08295.12	O48686
PF08785.11	O48686
PF08349.11	O48686
PF15438.6	O48686
PF06911.12	O48832
PF00957.21	O49377
PF13774.6	O49377
PF08494.11	O49377
PF10604.9	O49686
PF03364.20	O49686
PF02195.18	O49686
PF06487.12	O64644
PF00069.25	O64816
PF07714.17	O64816
PF01636.23	O64816
PF17667.1	O64816
PF06293.14	O64816
PF01633.20	O64816
PF03040.14	O64816
PF04632.12	O64816
PF01544.18	O64816
PF00612.27	O64851
PF14851.6	O64851
PF05678.14	O64868
PF00626.22	O65570
PF02209.19	O65570
PF15470.6	O65570
PF00847.20	O80340
PF00069.25	O80396
PF07714.17	O80396
PF17239.2	O80396
PF14531.6	O80396
PF17667.1	O80396
PF00962.22	O80452
PF18553.1	O80452
PF00432.21	O80642
PF13249.6	O80642
PF02731.15	O80653
PF06371.13	O80653
PF04043.15	O80720
PF00481.21	O80871
PF13672.6	O80871
PF00069.25	O80888
PF07714.17	O80888
PF17667.1	O80888
PF14531.6	O80888
PF01636.23	O80888
PF01163.22	O80888
PF13095.6	O80888
PF10604.9	O80920
PF00407.19	O80920
PF03364.20	O80920
PF05553.11	O80986
PF14364.6	O80986
PF06819.11	O80986
PF05142.12	O80986
PF10604.9	O80992
PF00407.19	O80992
PF03364.20	O80992
PF05042.13	O81270
PF10873.8	O81270
PF04755.12	O81439
PF00036.32	O81445
PF13405.6	O81445
PF13202.6	O81445
PF13499.6	O81445
PF13833.6	O81445
PF10591.9	O81445
PF14658.6	O81445
PF12763.7	O81445
PF00404.18	O81445
PF00481.21	O81716
PF07228.12	O81716
PF13672.6	O81716
PF00704.28	O81862
PF03073.15	O82245
PF00036.32	O82659
PF13499.6	O82659
PF13405.6	O82659
PF13833.6	O82659
PF13202.6	O82659
PF14658.6	O82659
PF12763.7	O82659
PF10591.9	O82659
PF00404.18	O82659
PF03672.13	O82659
PF05042.13	O82659
PF13624.6	O82659
PF05099.13	O82659
PF08976.11	O82659
PF13623.6	O82659
PF10963.8	O82659
PF04558.15	O82659
PF01630.18	O82659
PF08236.11	O82659
PF05184.15	O82659
PF14075.6	O82804
PF00107.26	P06525
PF08240.12	P06525
PF16912.5	P06525
PF13602.6	P06525
PF01262.21	P06525
PF02254.18	P06525
PF03721.14	P06525
PF02826.19	P06525
PF07714.17	P0C5E2
PF00069.25	P0C5E2
PF14380.6	P0C5E2
PF13947.6	P0C5E2
PF14531.6	P0C5E2
PF12330.8	P0C5E2
PF01636.23	P0C5E2
PF03109.16	P0C5E2
PF17667.1	P0C5E2
PF06293.14	P0C5E2
PF04570.14	P0DO11
PF06467.14	P0DO11
PF04570.14	P0DO12
PF06467.14	P0DO12
PF00190.22	P15455
PF07883.11	P15455
PF00190.22	P15456
PF07883.11	P15456
PF00503.20	P18064
PF00025.21	P18064
PF05621.11	P18064
PF04670.12	P18064
PF08477.13	P18064
PF13555.6	P18064
PF14013.6	P18612
PF11839.8	P18612
PF00122.20	P20649
PF00702.26	P20649
PF00690.26	P20649
PF08282.12	P20649
PF13246.6	P20649
PF00036.32	P25070
PF13499.6	P25070
PF13405.6	P25070
PF13202.6	P25070
PF13833.6	P25070
PF14658.6	P25070
PF00404.18	P25070
PF10591.9	P25070
PF12763.7	P25070
PF16905.5	P25070
PF09114.10	P25070
PF10379.9	P25070
PF05042.13	P25070
PF17107.5	P25070
PF12995.7	P25070
PF00113.22	P25696
PF03952.16	P25696
PF13378.6	P25696
PF07476.11	P25696
PF12905.7	P25696
PF00257.19	P25863
PF00257.19	P30185
PF00257.19	P31168
PF04119.12	P31168
PF16869.5	P31168
PF09164.10	P31168
PF03547.18	P31168
PF14013.6	P31169
PF00232.18	P37702
PF00257.19	P42758
PF16479.5	P42758
PF04119.12	P42758
PF08029.11	P42758
PF11673.8	P42758
PF10116.9	P42758
PF00257.19	P42759
PF13879.6	P42759
PF15794.5	P42759
PF06012.12	P42759
PF07565.13	P42759
PF00257.19	P42763
PF07655.13	P42763
PF15315.6	P42763
PF10500.9	P42763
PF07777.11	P42776
PF00170.21	P42776
PF16596.5	P42776
PF07716.15	P42776
PF03131.17	P42776
PF02183.18	P42776
PF04849.13	P42776
PF16471.5	P42776
PF11559.8	P42776
PF16689.5	P42776
PF04977.15	P42776
PF08961.10	P42776
PF06210.11	P42776
PF06156.13	P42776
PF06785.11	P42776
PF15136.6	P42776
PF08614.11	P42776
PF06391.13	P42776
PF01496.19	P42776
PF00230.20	P43286
PF11139.8	P43286
PF00230.20	P43287
PF00046.29	P46604
PF02183.18	P46604
PF05920.11	P46604
PF10234.9	P46604
PF09307.10	P46604
PF08961.10	P46604
PF02183.18	P46667
PF00046.29	P46667
PF05920.11	P46667
PF15763.5	P46667
PF02183.18	P46668
PF00046.29	P46668
PF05920.11	P46668
PF11418.8	P46668
PF08172.12	P46668
PF12709.7	P46668
PF06156.13	P46668
PF02370.16	P46668
PF02704.14	P46689
PF00046.29	P46897
PF02183.18	P46897
PF05920.11	P46897
PF14739.6	P46897
PF13411.6	P46897
PF18035.1	P46897
PF01527.20	P46897
PF14362.6	P46897
PF17675.1	P46897
PF03961.13	P46897
PF12709.7	P46897
PF00244.20	P48347
PF11563.8	P48347
PF07309.11	P48347
PF18249.1	P48347
PF04048.14	P48347
PF13181.6	P48347
PF15828.5	P48347
PF02518.26	P49333
PF00512.25	P49333
PF01590.26	P49333
PF00072.24	P49333
PF13492.6	P49333
PF13589.6	P49333
PF00481.21	P49597
PF13672.6	P49597
PF07228.12	P49597
PF00481.21	P49598
PF13672.6	P49598
PF16309.5	P49598
PF17569.2	P49598
PF00909.21	P54144
PF12357.8	P58766
PF00614.22	P58766
PF00168.30	P58766
PF13091.6	P58766
PF14117.6	P58766
PF00069.25	P92937
PF07714.17	P92937
PF03822.14	P92937
PF14531.6	P92937
PF06293.14	P92937
PF01636.23	P92937
PF08777.11	P92937
PF01633.20	P92937
PF12330.8	P92937
PF03109.16	P92937
PF00230.20	P93004
PF00481.21	P93006
PF06574.12	P93006
PF03763.13	P93758
PF10186.9	P93758
PF00682.19	P93758
PF10305.9	P93758
PF06062.11	P93758
PF00856.28	P93831
PF18264.1	P93831
PF03638.15	P93831
PF09726.9	P93831
PF02362.21	Q01593
PF00477.17	Q02973
PF00076.22	Q03251
PF16367.5	Q03251
PF07918.11	Q04980
PF08102.11	Q04980
PF07543.12	Q04980
PF00305.19	Q06327
PF01477.23	Q06327
PF00350.23	Q06738
PF00477.17	Q07187
PF10685.9	Q07187
PF08230.11	Q07187
PF12430.8	Q0WQG8
PF12537.8	Q0WQG8
PF18071.1	Q0WQG8
PF01486.17	Q0WQG8
PF07779.12	Q0WW17
PF09366.10	Q0WW43
PF10163.9	Q0WW43
PF08381.11	Q17TI5
PF13713.6	Q17TI5
PF11955.8	A0MFS5
PF09073.10	A0MFS5
PF05285.12	A0MFS5
PF04147.12	A0MFS5
PF00101.20	B3H5S2
PF12338.8	B3H5S2
PF07719.17	B9DHG0
PF00515.28	B9DHG0
PF13432.6	B9DHG0
PF13424.6	B9DHG0
PF13414.6	B9DHG0
PF13181.6	B9DHG0
PF13428.6	B9DHG0
PF13431.6	B9DHG0
PF13371.6	B9DHG0
PF14559.6	B9DHG0
PF13374.6	B9DHG0
PF13174.6	B9DHG0
PF13176.6	B9DHG0
PF01535.20	B9DHG0
PF05634.11	F4I896
PF03048.14	F4I896
PF00574.23	F4IAG5
PF01535.20	F4J1L5
PF13041.6	F4J1L5
PF14432.6	F4J1L5
PF12854.7	F4J1L5
PF13812.6	F4J1L5
PF07939.11	F4J1L5
PF17177.4	F4J1L5
PF13428.6	F4J1L5
PF14559.6	F4J1L5
PF10602.9	F4J1L5
PF17867.1	F4J1L5
PF00365.20	F4JGR5
PF13328.6	F4JHA2
PF02824.21	F4JHA2
PF04607.17	F4JHA2
PF01966.22	F4JHA2
PF13291.6	F4JHA2
PF18043.1	F4JHA2
PF10957.8	F4JHA2
PF01842.25	F4JHA2
PF18827.1	F4JHA2
PF07992.14	F4JQE2
PF01266.24	F4JQE2
PF00890.24	F4JQE2
PF00070.27	F4JQE2
PF03486.14	F4JQE2
PF01494.19	F4JQE2
